chapter,entity,entity_type,count
48,ฤาษีพระอาจารย์ตักเตือนห้ามปรามอินสมาน,PERSON,1
48,วิ่งอินสมานโคตร,PERSON,1
48,สมานโคตร,PERSON,1
48,สมานโคตรนักบวชผู้ว่ายากสอนยาก,PERSON,1
48,สมานโคตรเลี้ยงดูช้าง,PERSON,1
48,สมเด็จพระพระเจ้า,PERSON,1
48,สมเด็จพระสัมมาสัมพุทธเจ้า,PERSON,1
48,สมเด็จพระสัมมาสัมพุทธเจ้าตรัสเล่าอินสมานชาดก,PERSON,1
48,สมเด็จพระสัมมาสัมพุทธเจ้าโปรดพระเชตวันมหา,PERSON,1
48,อาจารย์เตือนเจ้า,PERSON,1
48,อินสมานชาดก,PERSON,1
48,อินสมานชาดกอินสมานโคตรนักบวชผู้ว่ายากสอนยาก,PERSON,1
48,อินสมานโคตร,PERSON,14
48,อินสมานโคตรต้องมาจบชีวิต,PERSON,1
48,อินสมานโคตรผู้ว่ายากสอนยากบุญทิ้ง,PERSON,1
48,อินสมานโคตรเลี้ยงอาศรมช้างหนุ่มวิ่งสมานโคตร,PERSON,1
48,ฮ่าเจ้าบุญทิ้ง,PERSON,1
48,เข้าไปหาอินสมานโคตรอินสมานโคตรผลไม้,PERSON,1
48,เจ้าบุญทิ้งกิน,PERSON,1
48,เฮ้อลูกพ่อเหนื่อยเหนื่อย,PERSON,1
49,พระมหาวิหาร,LOCATION,1
49,แม่น้ำพระนคร,LOCATION,1
49,พระ,ORGANIZATION,1
49,ขี้หัว,PERSON,1
49,ทาสีจนได้,PERSON,1
49,ทาสีเผลอหลับ,PERSON,1
49,ท่านพญา,PERSON,2
49,พญาโพธิสัตว์ฝูง,PERSON,1
49,พระมหาสัตว์หายเหนื่อยพระบารมี,PERSON,1
49,พระศาสดาแล้วจึง,PERSON,1
49,พระสัมมาสัมพุทธเจ้า,PERSON,1
49,พระเจ้ากำเนิดพระพญาโพธิสัตว์,PERSON,1
49,พระเถระแก่ๆคอกันเที่ยวร้องไห้วิหาร,PERSON,1
49,พราหมณ์ปุโรหิตแก้แค้นเจ้าถ่ายพระราชาคำของพญาโพธิสัตว์,PERSON,1
49,พากันวิปัสสนาธรรมสมควรสมณะ,PERSON,1
49,ภัยบังเกิดปุโรหิต,PERSON,1
49,มหาราชเจริญฝูงกานั้น,PERSON,1
49,ราช,PERSON,1
49,วิปัสสนาธรรมสมควรสมณะเพศ,PERSON,1
49,หัวเจ้า,PERSON,1
49,ฮ่ะแพะแน่ๆ,PERSON,1
49,เก้าร้อยเก้าสิบเก้าตัวทาสีไล่เจ้าแพะแอบ,PERSON,1
49,เจ้า,PERSON,1
49,เจ้าหัวรั้น,PERSON,1
49,เจ้าเอ๋ยเจ้าช่าง,PERSON,1
49,เจ้าแพะแอบมากินข้าวเปลือกทาสี,PERSON,1
49,เล่า,PERSON,2
49,ไล่,PERSON,1
50,ญาณ,PERSON,1
50,น้อง,PERSON,4
50,น้องปลา,PERSON,3
50,น้องปลาพี่,PERSON,1
50,น้องปลาแสนสวยไหมพี่ช่างขยัน,PERSON,1
50,น้องหญิง,PERSON,3
50,น้องโธ่,PERSON,1
50,ปลา,PERSON,1
50,ปลากำเนิด,PERSON,1
50,ปลาตัว,PERSON,1
50,ปลาสาว,PERSON,2
50,พระ,PERSON,1
50,พระพุทธองค์ทรงมี,PERSON,1
50,พระพุทธเจ้าทรงมีพระ,PERSON,1
50,พระสัมมาสัมพุทธเจ้าตรัสมัจฉชาดก,PERSON,1
50,พราหมณ์ปุโรหิตพระพุทธเจ้ามังมังมังมัง,PERSON,1
50,ภิกษุทุกข์,PERSON,1
50,อดีตชาติพระเจ้าพรหมทัตครองพาราณสีปลา,PERSON,1
50,เสา,PERSON,1
51,ศิษย์พระฉัพพัีย์,ORGANIZATION,1
51,น้องช้าง,PERSON,2
51,น้องช้างพี่,PERSON,1
51,น้องรองน้อง,PERSON,1
51,พระ,PERSON,1
51,พระฉัพพัีย์,PERSON,3
51,พระลิง,PERSON,1
51,พระศาสดาสมควร,PERSON,1
51,พระสมเด็จพระสัมมาสัมพุทธเจ้า,PERSON,1
51,พระสัมมาสัมพุทธเจ้า,PERSON,1
51,พระสารีบุตร,PERSON,3
51,พี่ลิง,PERSON,1
51,รองน้องช้าง,PERSON,1
51,สมเด็จพระสัมมาสัมพุทธเจ้า,PERSON,1
51,สาลี,PERSON,1
51,เจ้าลิงอีกแล้ว,PERSON,1
51,เสนาบดีเจริญต้นไม้,PERSON,1
51,เฮ้ยเบื่อ,PERSON,1
51,แย่เซ็ง,PERSON,1
51,ไหมชอบรัง,PERSON,1
52,พรุ่งนี้,DATE,1
52,กำเนิดภิกษุรูปนี้โลหิตกำเนิด,PERSON,1
52,น้อง,PERSON,2
52,น้องกิน,PERSON,1
52,น้องนะจ๊ะหลวงพี่พรุ่งนี้น้องนะจ๊ะ,PERSON,1
52,น้องพี่,PERSON,1
52,น้องหญิงน้องหลวงพี่,PERSON,1
52,ผูก,PERSON,1
52,พระศาสดาตรัสชาดกดังนี้,PERSON,1
52,พระเจ้า,PERSON,1
52,พระโคมหาโลหิตพระพุทธเจ้าเจ้าอย่าหมู,PERSON,1
52,วิวาห์บุตรสาวชาวนาก็เจ้า,PERSON,1
52,หญิง,PERSON,4
52,หญิงรัก,PERSON,1
52,หญิงหญิง,PERSON,1
52,เจ้า,PERSON,1
52,เจ้ากะได้รับการดูแล,PERSON,1
52,เจ้าเจ้าหญิงแน่ๆ,PERSON,1
52,โลหิตน้องความจริง,PERSON,1
52,โลหิตสีน้ำตาลน้องชื่อโลหิต,PERSON,1
52,เช้านี้แน่ๆ,TIME,1
53,นิโครธชาดกพญากวางพญากวางนิโครธ,LAW,1
53,พระเจ้าเสนทโกศลเศรษฐี,LAW,1
53,สำนักพญานิโครธประเสริฐ,LOCATION,1
53,เมืองสี่,LOCATION,1
53,เอกพุทธกาล,LOCATION,1
53,สำนักพระพุทธองค์,ORGANIZATION,1
53,สำนักภิกษุณี,ORGANIZATION,1
53,สำนักภิกษุณีพระตะวัน,ORGANIZATION,1
53,ธรรม,PERSON,1
53,น้อง,PERSON,2
53,น้องดีใจจริงๆ,PERSON,1
53,พญากวางกำเนิดพระเทวทัตบริวารพญากำเนิดบริวารพระเทวทัตแม่กวางกำเนิด,PERSON,1
53,พญากวางนิโครธ,PERSON,1
53,พระกัสสปะ,PERSON,2
53,พระว่างเว้น,PERSON,1
53,พระสัตว์,PERSON,1
53,พระเทวทัตพระสัมมาสัมพุทธเจ้าแล้วก็,PERSON,1
53,พระเทวทัตวิหารเชตวันพระพุทธเจ้า,PERSON,1
53,ภิกษุณี,PERSON,1
53,ภิกษุณียินดีท่านวินัยเข้มงวด,PERSON,1
53,ภิกษุณีเมตตา,PERSON,1
53,ลูกพญากวางนิโครธ,PERSON,1
53,สติญาณ,PERSON,1
53,สมเด็จพระสัมมาสัมพุทธเจ้า,PERSON,2
53,แม่ภิกษุณี,PERSON,1
53,ไม่เป็นอันบำเพ็ญ,PERSON,1
54,การบำเพ็ญทานมหาชน,ORGANIZATION,1
54,รังชาดก,ORGANIZATION,1
54,กรรมอันเป็นบาปนั้นให้ผล,PERSON,1
54,งั้นเจ้าลองไปดู,PERSON,1
54,บังเกิดลุ่มถ่านขนาดใหญ่ปานขวางทางอยู่,PERSON,1
54,พระปัจเจกพุทธเจ้า,PERSON,2
54,พระปัจเจกพุทธเจ้าบริสุทธิ์,PERSON,1
54,พระปัจเจกพุทธเจ้าปาน,PERSON,1
54,พระปัจเจกพุทธเจ้าพุ่ง,PERSON,1
54,รังชาดกพาราณสี,PERSON,1
54,ลุ่มถ่านเพลิงขนาดใหญ่ขวางทาง,PERSON,1
54,สักกะเทวราช,PERSON,1
54,เฮอะฮ่า,PERSON,1
55,ป่าแห่งหนึ่ง,PERSON,1
55,พระกาละพระชุน,PERSON,1
55,พระกาละราชสีห์กำเนิดพระชุนฤาษี,PERSON,1
55,พระชุน,PERSON,1
55,พระชุนข้างขึ้น,PERSON,1
55,พระตัดสินปัญหา,PERSON,1
56,งูพิษ,PERSON,1
56,ชั่ง,PERSON,1
56,น้องน้อง,PERSON,1
56,บัณฑิตบุตรเศรษฐี,PERSON,1
56,ฝากเจ้าเอ้,PERSON,1
56,พระ,PERSON,1
56,พระพระเจ้า,PERSON,1
56,ฤาษีเพียรบรรลุธรรม,PERSON,1
56,หิวดุร้ายเวฬุ,PERSON,1
56,เชื้อแสนสักนิด,PERSON,1
56,เวฬุ,PERSON,4
56,เหมือนข้า,PERSON,1
56,เฮ้อเจ้าชั่ง,PERSON,1
56,โอ๊ยเวฬุลูกรัก,PERSON,1
56,โอ๊ยแสนน่ารักงูพิษดุร้ายเวฬุ,PERSON,1
57,อึดใจ,LAW,1
57,น้อง,PERSON,2
57,พระราชอุทยาน,PERSON,1
57,พระสัมมาสัมพุทธเจ้า,PERSON,1
57,พระสัมมาสัมพุทธเจ้าพระเชตวันมหา,PERSON,1
57,พระเทวทัตจัณฑาล,PERSON,1
57,พาราณสี,PERSON,1
57,พี่มะม่วงลูกโตน่ากิน,PERSON,1
57,พี่สอนน้องน้อง,PERSON,1
57,พ่อ,PERSON,1
57,มะม่วงลูก,PERSON,1
57,วรรณะชนชั้นพ่อค้าวาณิชย์วรรณะ,PERSON,1
57,โธ่ท่านอาจารย์,PERSON,1
57,ไปให้พ้น,PERSON,1
58,พราหมณ์โดนโจรฟันท่อน,LAW,1
58,ฆ่าเวทพราหมณ์เวทพราหมณ์,PERSON,1
58,เวทประโยชน์,PERSON,1
58,เวทมนต์วิเศษ,PERSON,1
58,โจร,PERSON,1
59,วัด,LOCATION,1
59,แสน,MONEY,2
59,ป้ากิน,ORGANIZATION,1
59,จุล,PERSON,1
59,จุลเศรษฐีปัญญา,PERSON,1
59,พระจุล,PERSON,1
59,พระญาณภิกษุหนุ่มได้ยินดุจ,PERSON,1
60,กรุงพาราณสี,LOCATION,2
60,กรุงพาราณสีโดยเร็ว,LOCATION,1
60,เจ้าชายเมืองพาราณสีปัญจาวุธกุมาร,LOCATION,1
60,ธนูสายฝนตักศิลา,ORGANIZATION,1
60,พ่อค้าวาณิช,ORGANIZATION,1
60,สำนักทิศาปาโมกข์,ORGANIZATION,1
60,สำนักทิศาปาโมกข์เมืองตักศิลา,ORGANIZATION,1
60,กินแล้วนะโว้ย,PERSON,1
60,ปัญจาวุธกุมาร,PERSON,2
60,ปัญจาวุธกุมารหรอ,PERSON,1
60,พระขันธ์แทน,PERSON,1
60,พระเจ้าชาย,PERSON,1
60,พระโอรส,PERSON,2
60,พระโอรสปัญจกุมาร,PERSON,1
60,พระโอรสปัญจาวุธ,PERSON,1
60,ยักษ์เลสฟังปัญจาวุธ,PERSON,1
60,ร้ายปัญจาวุธกุมารก็,PERSON,1
60,ฮ่า,PERSON,1
60,ฮ่าเหรอ,PERSON,1
60,ฮ่าไอ้มนุษย์ฮ่า,PERSON,1
60,เจ้าชายปัญจาวุธ,PERSON,1
60,เจ้าชายปัญจาวุธกุมาร,PERSON,1
60,เจ้ามนุษย์ฮ่า,PERSON,1
60,เลสโลม,PERSON,1
60,ไปยังเมืองพาราณสี,PERSON,1
60,ไอ้ยักษ์,PERSON,1
60,นาทีนาที,TIME,1
61,เมือง,LOCATION,3
61,เสด็จแม่เสด็จแม่เสด็จแม่แน่ๆ,LOCATION,1
61,ชอบ,PERSON,1
61,พระเจ้า,PERSON,1
61,ภริยาเปรียบภรรยาเหมือนกับภรรยาแบบที่,PERSON,1
61,รักษาลูกรักษาทรัพย์,PERSON,1
61,วัง,PERSON,1
61,สะใภ้,PERSON,1
61,สัตว์ไพเราะน่ารัก,PERSON,1
61,สุชาดา,PERSON,1
61,สุชาดาพระโอรส,PERSON,1
61,สุชาดาหญิงสะใภ้,PERSON,1
61,เสด็จเสด็จแม่,PERSON,1
62,ตามลำพัง,LOCATION,1
62,ถ้ำแห่งหนึ่ง,LOCATION,1
62,เมือง,LOCATION,1
62,เมืองพาราณสี,LOCATION,1
62,แม่,LOCATION,1
62,ท่านพญาช้าง,ORGANIZATION,1
62,รักแม่ช้างรักแม่เค้าแม่ช้างก็พญาช้าง,ORGANIZATION,1
62,ควาญช้าง,PERSON,1
62,ควาญช้างบริวาร,PERSON,1
62,ควาญช้างพญาพญาช้าง,PERSON,1
62,ช้างเป็นมารดาตาบอด,PERSON,1
62,ต้องดูแลแม่อยู่แล้ว,PERSON,1
62,ท่านพญาช้างพวกเรา,PERSON,1
62,ป่านนี้แม่หิว,PERSON,1
62,ป่าแห่งหนึ่งพญาช้างเผือกรูปร่างช้างเชือก,PERSON,1
62,ผลไม้แม่ชอบ,PERSON,1
62,พญาช้างก็ช้างมารดาหนี,PERSON,1
62,พญาช้างแม่ช้างตาบอดถ้ำป่าแห่งหนึ่ง,PERSON,1
62,พระช้างกำเนิดพญาช้าง,PERSON,1
62,พระพรานป่ากำเนิดพระควาญช้างกำเนิด,PERSON,1
62,พระราชาช้างงามถวาย,PERSON,1
62,พระเจ้า,PERSON,1
62,เป็นห่วงแม่,PERSON,1
62,เอ้,PERSON,1
62,แม่อาศัยป่าพรานป่า,PERSON,1
62,แม่เหมือนกัน,PERSON,1
62,โธ่แม่,PERSON,1
62,โยมแม่ปลาขอบใจลูก,PERSON,1
63,พรุ่งนี้,DATE,1
63,สำนักพระ,ORGANIZATION,1
63,สำนักพระศาสดา,ORGANIZATION,1
63,กิน,PERSON,1
63,ขมังธนู,PERSON,2
63,ขมังธนูสายธนูสิงโตยิง,PERSON,1
63,คอยคิริเดี๋ยว,PERSON,1
63,คิริโดยบังเอิญ,PERSON,1
63,ท่านพ่อ,PERSON,1
63,นายท่านเก่ง,PERSON,1
63,พระ,PERSON,1
63,พระเจ้า,PERSON,1
63,พระเทวทัต,PERSON,2
63,พระเทวทัตน้องสาว,PERSON,1
63,พี่พรุ่งนี้,PERSON,1
63,มโนชะหลงเชื่อสุนัขจิ้งจอก,PERSON,1
63,สีสะบริโภคภัตอุปัฏฐากพระเทวทัต,PERSON,1
63,สีสะแล้วก็พระเวฬุวัน,PERSON,1
63,สุนัขจิ้งจอกคิริได้ยินสิงโต,PERSON,1
63,อร่อยท่านพ่อลอง,PERSON,1
63,เชื่อฟังสุนัขจิ้งจอกคิริแม่ลูกลูก,PERSON,1
63,โอ้ย,PERSON,1
64,กองทัพให้ได้,ORGANIZATION,1
64,ของอาชาโภชชาน,PERSON,2
64,ข้าพระบาท,PERSON,3
64,ข้าพระบาทม้าโภชชาน,PERSON,1
64,นายทหารม้าควบอาชาโภชชาน,PERSON,1
64,พระม้าโภชชาน,PERSON,1
64,พระเจ้าพรหมทัตนครพาราณสี,PERSON,1
64,พระเจ้าพระ,PERSON,1
64,พระแม่ทัพม้า,PERSON,1
64,พระแล้วก็ปราสาทม้าสินธพโภชชานแล้วก็พระ,PERSON,1
64,ม้าสินธพ,PERSON,1
64,ม้าสินธพโภชชาน,PERSON,3
64,หวังโภชชานม้าสินธพ,PERSON,1
64,อาชาโภชชาน,PERSON,4
64,อาชาโภชชานได้รับบาดเจ็บสาหัส,PERSON,1
64,เจ้าโภชชาน,PERSON,1
64,โภชชาน,PERSON,2
64,โภชชานชาดกความเพียรโภชชานสินธพ,PERSON,1
65,พรุ่งนี้,DATE,2
65,คิริทัตพระเจ้าสามะตัวปัณฑ,LOCATION,1
65,สำนักพระ,ORGANIZATION,2
65,สำนักพระศาสดาบวชสำนักพระเทวทัต,ORGANIZATION,1
65,คิริทัต,PERSON,1
65,คิริทัตคิริทัตเดินเป๋,PERSON,1
65,จนได้,PERSON,1
65,พระ,PERSON,1
65,พระศาสดาเฝ้า,PERSON,1
65,ม้าปัณฑเดินเป๋,PERSON,1
65,ม้ามงคลเดินคิริทัตเจ้าเดินปัณฑ,PERSON,1
65,สีสะ,PERSON,1
65,สีสะบริโภคภัตอุปัฏฐากพระเทวทัต,PERSON,1
65,อำมาตย์,PERSON,1
66,ร่างท้าวสัก,LAW,1
66,ร่างยักษ์พรานสุนัขอสูรพระราชา,LAW,1
66,ท้าวสักเทวราช,ORGANIZATION,1
66,ฆ่าข้อ,PERSON,1
66,ท้าวสักเทวราชธรรมแล้วก็มาตุลี,PERSON,1
66,ท้าวสักเทวราชมาตุลีแผ่นดิน,PERSON,1
66,บรรลุธรรม,PERSON,1
66,พระจักสูตรพระสูตรโปรด,PERSON,1
66,พระสัมมาสัมพุทธเจ้า,PERSON,1
66,พระสัมมาสัมพุทธเจ้าพระเสด็จ,PERSON,1
66,พี่,PERSON,1
66,ม้า,PERSON,1
66,สวรรค์ท้าวสักเทวราช,PERSON,1
66,สัก,PERSON,1
67,กลางลานโล่ง,LOCATION,1
67,ลาน,LOCATION,1
67,ช่างงามแท้ๆ,PERSON,1
67,ธรรมจิตใจสงบมากกว่านี้,PERSON,1
67,น้องคู่,PERSON,1
67,น้องธิดาหงส์,PERSON,1
67,พระวินัยวินัยสมณะ,PERSON,1
67,พระสัมมาสัมพุทธเจ้า,PERSON,1
67,พราหมณ์พระอุปสมบท,PERSON,1
67,ฟังธรรมจิตใจช่าง,PERSON,1
67,ฟังธรรมสงบ,PERSON,1
67,เหงา,PERSON,1
68,กถํุทฺตริกถํตริปุกกถํุทฺทานิกถํสิมพลิมารุ,PERSON,1
68,กากาชาดก,PERSON,1
68,กุเวร,PERSON,4
68,กุเวรสระ,PERSON,1
68,คนธรรพ์กุเวร,PERSON,1
68,จิตใจพญาครุฑความคิดลอบอัครมเหสีไปยังวิมานฉิมพลี,PERSON,1
68,ชื่อกากา,PERSON,2
68,ช่างงามร่ำลือ,PERSON,1
68,ธรรมมหานคร,PERSON,1
68,ธิรตฺถุมหากายธิรตฺถุยตฺถกากา,PERSON,1
68,น้อง,PERSON,1
68,น้องหญิง,PERSON,2
68,บังเกิดเจริญภาวนาธรรมพระพุทธศาสนา,PERSON,1
68,พญาครุฑกุเวร,PERSON,1
68,พระกุเวร,PERSON,1
68,พระนางกากา,PERSON,1
68,พระนางกากาปรารถนาพระราชานั้น,PERSON,1
68,พระนางกากาพระราชา,PERSON,1
68,พระบรมศาสดาสัมมาเจ้าสัมมาแล้วนั้นพระพุทธองค์พระ,PERSON,1
68,พระปรารถนากุเวร,PERSON,1
68,พระสิริ,PERSON,1
68,พระอัครมเหสี,PERSON,2
68,พระอัครมเหสีแม้แต่น้อยพระราชา,PERSON,1
68,พุทธกาลนครพระเจ้าพรหมทัตครองราชย์,PERSON,1
68,พุทธโอวาทกลับมาเจริญภาวนาในที่สุดก็ยตฺถกากายตฺถ,PERSON,1
68,สบโอกาสก็แอบเกาะปีกพญาครุฑเมืองพาราณสี,PERSON,1
68,สวรรค์,PERSON,2
68,ฮือเสด็จพ่อฮือเสด็จพ่อฮือพระเจ้าพรหมทัตพระแล้วนั้น,PERSON,1
68,ฮ่าเจ้าครุฑช่าง,PERSON,1
68,ุทฺตริปุกุทฺทานิสิมพลิมารุ,PERSON,1
68,แม่น้ำล่ะ,PERSON,1
69,รีบหนี,ORGANIZATION,1
69,กลิ่นกลิ่นมนุษย์,PERSON,1
69,กาย,PERSON,1
69,น้อง,PERSON,4
69,น้องพี่,PERSON,1
69,น้องหญิง,PERSON,1
69,น้องเขียว,PERSON,1
69,พระสัมมาสัมพุทธเจ้า,PERSON,2
69,พี่พี่,PERSON,1
69,ลึกกวางหนุ่ม,PERSON,1
69,เจ้ากวางเอ๋ย,PERSON,1
69,แคว้นมคธ,PERSON,2
69,แอบ,PERSON,1
70,พาราณสี,LOCATION,1
70,โยชน์,MONEY,1
70,ท่าทาง,PERSON,1
70,นายจ้าง,PERSON,1
70,ปัณณะปัณณะ,PERSON,1
70,พระสัมมาสัมพุทธเจ้า,PERSON,2
70,พาราณสีัณณกธรรมัณณกธรรม,PERSON,1
70,หูเบา,PERSON,1
70,ัณณกธรรม,PERSON,3
70,ัณณกธรรมข้อ,PERSON,2
70,ัณณกธรรมโดยแท้ัณณกธรรม,PERSON,1
71,ร่างตักัณฑิต,LAW,1
71,ร่างแรง,LAW,1
71,ดาบ,ORGANIZATION,1
71,ตักัณฑิตดาบ,PERSON,1
71,น้องหญิง,PERSON,2
71,น้องหญิงช่าง,PERSON,1
71,พระตักัณฑิต,PERSON,1
71,พระพุทธองค์สงฆ์,PERSON,1
71,พระเจ้า,PERSON,1
71,ลอยมาถึง,PERSON,1
71,หาทาง,PERSON,1
71,ัณฑิต,PERSON,2
71,ัณฑิตความทุกข์,PERSON,1
71,ัณฑิตโจรฟังไปยัง,PERSON,1
71,โจร,PERSON,4
71,โจรป่าตักัณฑิต,PERSON,1
71,โจรฟัง,PERSON,1
72,สาวัตถีแคว้น,LOCATION,1
72,กุมาร,ORGANIZATION,1
72,พระ,ORGANIZATION,1
72,พระ,PERSON,4
72,พระพระชอบ,PERSON,1
72,พระวิหารตะวันสาวัตถี,PERSON,1
72,พระสมณะโคดม,PERSON,1
72,พระสัมมาสัมพุทธเจ้าญาณ,PERSON,1
72,พระหลงกล,PERSON,1
72,พระเถระ,PERSON,2
72,พระเถระเลิศเสมอ,PERSON,1
72,พระโคดม,PERSON,1
72,รัฐธรรมะพระสัมมาสัมพุทธ,PERSON,1
72,ลูกสิบลูกเจ้ารู้,PERSON,1
72,ลูกแม่,PERSON,1
72,วัณทาสี,PERSON,5
72,วัณทาสีทำให้พระลาสิกขา,PERSON,1
72,สักนิดติดใจพ่อ,PERSON,1
72,หอม,PERSON,2
72,อุบาย,PERSON,1
72,เฝ้า,PERSON,1
72,เศรษฐี,PERSON,1
72,แต่งตัว,PERSON,1
72,โอ้ย,PERSON,1
72,โอ้ยไม่น่าเลย,PERSON,1
73,กรุง,LOCATION,1
73,กรุงพาราณสี,LOCATION,2
73,ของมหา,LOCATION,1
73,นครโกศล,LOCATION,1
73,พาราณสีนคร,LOCATION,1
73,มหา,LOCATION,1
73,แคว้นโกศล,ORGANIZATION,1
73,ชาวเมืองเสมอ,PERSON,1
73,น้อง,PERSON,1
73,น้ำพระทัยดีงามของมหาลวะ,PERSON,1
73,พระขรรค์ลังพระมหา,PERSON,1
73,พระพ้น,PERSON,1
73,พระมหา,PERSON,3
73,พระราชวัง,PERSON,1
73,พระราชสมบัติพาราณสี,PERSON,1
73,พาราณสี,PERSON,1
73,ย่ะพระองค์แข็งแกร่ง,PERSON,1
73,สมเด็จพระสัมมาสัมพุทธเจ้า,PERSON,1
73,สมเด็จเสด็จพระมหา,PERSON,1
73,สวรรค์,PERSON,1
73,สวรรค์โกรธ,PERSON,1
73,เจ้าสุนัขหัวหน้าฝูงพระหนุมหาพระหนุหนีบหัวสุนัขไอ้หมาจ่าฝูง,PERSON,1
74,ชั้น,LOCATION,2
74,ซัก,ORGANIZATION,1
74,ลูกรัก,ORGANIZATION,1
74,สำนักสาปาโมกข์,ORGANIZATION,1
74,ชายหนุ่มบุตรพราหมณ์,PERSON,1
74,ชายหนุ่มรูปงามบุตรพราหมณ์,PERSON,1
74,ญาณ,PERSON,1
74,ทางธรรมลูก,PERSON,1
74,น่ารัก,PERSON,1
74,น้อง,PERSON,1
74,น้องหญิง,PERSON,1
74,บุตรชายเพศ,PERSON,1
74,พระ,PERSON,2
74,พระญาณองค์,PERSON,1
74,องค์,PERSON,1
74,อาจารย์,PERSON,1
74,อาจารย์ฟัง,PERSON,1
74,อาจารย์สาปาโมกข์,PERSON,1
74,อาจารย์เค้าลูก,PERSON,1
74,เดินเข้าไปรักบุตร,PERSON,1
75,พระเทวีก็,PERSON,1
75,พวกเราช่วยกันรุมกัดเจ้า,PERSON,1
75,เขียว,PERSON,3
75,เขียวเจ้าโดนฝูงปลากัดเป็นแผลเหวอะหวะ,PERSON,1
75,แม่น้ำ,PERSON,1
76,พรุ่งนี้,DATE,3
76,าฬิ,ORGANIZATION,1
76,าฬิเทวดา,ORGANIZATION,1
76,ข้าพระองค์พากันพระอุทยาน,PERSON,1
76,ต้นไม้ต้นมงคลต้น,PERSON,1
76,ปราสาท,PERSON,1
76,พระเจ้าประทับ,PERSON,1
76,รุจาเทวดาหมู่าฬิเทวดา,PERSON,1
76,ศักดิ์,PERSON,1
76,อนาถบิณฑเศรษฐีกราบทูลพระ,PERSON,1
76,อาศัยมงคลต้น,PERSON,1
76,าฬิเทวดา,PERSON,1
76,เทวราชศักดิ์อาศัยไม้มงคลาฬิเทวดารุกขเทวดาอาศัยกอหญ้าคำนึงถึงศักดิ์,PERSON,1
76,เอ้เอ้,PERSON,1
76,เฮ้ยพวกเราเว้ย,PERSON,1
77,กรุงพาราณสี,LOCATION,3
77,แม่,LOCATION,1
77,ชอบ,PERSON,1
77,พรหมทัต,PERSON,1
77,พรหมทัตแท้ๆ,PERSON,1
77,พระปรีชา,PERSON,1
77,พระเจ้าเสด็จพระ,PERSON,1
77,พสกนิกรมากยิ่งขึ้นพรหมทัตสรรเสริญ,PERSON,1
77,ลูก,PERSON,1
77,สักชีวิต,PERSON,1
77,หึๆเจ้าชายพรหมทัต,PERSON,1
77,องค์พรหมทัต,PERSON,1
77,เจ้าชายพรหมทัตเสด็จเจ้าพ่อ,PERSON,1
77,โอ่,PERSON,1
78,ช่างสลักหิน,LOCATION,2
78,ช่างสลักหินคาบเหรียญกษาปณ์สมบัติ,LOCATION,1
78,ชีวิตกับเจ้าแมวเกเร,PERSON,1
78,ช่างสลักหินหนู,PERSON,1
78,ตัดสินใจ,PERSON,1
78,พระแคว้น,PERSON,1
78,พี่,PERSON,1
78,หนู,PERSON,14
78,หนูคาบเหรียญกษาปณ์เยี่ยงแม่หนูเอ๋ยเจ้าคาบเหรียญกษาปณ์,PERSON,1
78,หนูเฝ้ากองสมบัติ,PERSON,1
78,เจ้าหิวซี่,PERSON,1
78,เอาล่ะ,PERSON,1
78,แคว้น,PERSON,1
78,โดยที่ปากถ้ำแก้วครอบ,PERSON,1
78,โอ้ย,PERSON,1
78,่ๆๆแมว,PERSON,1
79,พระ,ORGANIZATION,1
79,กิเลสกายข้อธรรม,PERSON,1
79,ความลับเป็นความลับ,PERSON,1
79,นักบวช,PERSON,1
79,ปัณ,PERSON,1
79,ปัณนาคราช,PERSON,1
79,ผู้คนพากันมากราบไหว้ขอพร,PERSON,1
79,พญานาคปัณนาคราช,PERSON,1
79,พระศาสดา,PERSON,1
79,พระเทวทัตพระตรัสปัณ,PERSON,1
79,มหาสุบรรณสมณะปลอมเวหาพญา,PERSON,1
79,วันหนึ่ง,PERSON,1
79,สุบรรณ,PERSON,1
79,หลงผิดนักบวชทุศีล,PERSON,1
79,ฮ้าฮ้า,PERSON,1
80,ทรัพย์,DATE,1
80,บ้าน,LOCATION,1
80,พระ,LOCATION,1
80,ก้อนหินแม่สุนัขจิ้งจอก,PERSON,1
80,ขวางทางสุนัขจิ้งจอก,PERSON,1
80,ทรัพย์พัน,PERSON,1
80,ทรัพย์มีค่า,PERSON,1
80,บุตรชายเดินผ่าน,PERSON,1
80,พระ,PERSON,1
80,พระคณะโน้นชอบ,PERSON,1
80,พระปัณฑ,PERSON,1
80,พระพระสัมมาสัมพุทธเจ้า,PERSON,1
80,พระวินัยทรัพย์,PERSON,1
80,พระสัมมาสัมพุทธเจ้า,PERSON,1
80,พระโลหิต,PERSON,1
80,พัน,PERSON,1
80,พันลูกเอ๋ย,PERSON,1
80,สุนัขจิ้งจอก,PERSON,1
80,อาศัยความห่วงใย,PERSON,1
80,เล่า,PERSON,1
80,โจร,PERSON,6
80,โจรบุตร,PERSON,1
80,โจรโจร,PERSON,1
80,โธ่ลูกแม่,PERSON,1
81,พรุ่งนี้,DATE,1
81,สวนหลวง,LOCATION,2
81,สวนหลวงปัญจพระเจ้าปัญจราช,LOCATION,1
81,บริจาคกุฏิพระ,PERSON,1
81,พระพุทธเจ้าเมืองอา,PERSON,1
