entity_type,word,frequency,rank
PERSON,นครชักช้า,1,479
PERSON,พระพระองค์ตัณหาพระโอรสองค์,1,480
PERSON,พระโอรสองค์โทมนัส,1,481
PERSON,พระทวาร,1,482
PERSON,อารมณ์,1,483
PERSON,พระโอรสอุทัยภัทรพระราชธิดาอุทัยภัทรองค์พระศาสดาเสด็จประทับพระมหา,1,484
PERSON,พระศาสดาชี้ทาง,1,485
PERSON,เสวยราชสมบัติสุรุนนคร,1,486
PERSON,พระเจ้าเสวยราชสมบัติสุรุนนครแคว้น,1,487
PERSON,อัครมเหสีให้กำเนิดราชโอรสพระประสงค์พระเจ้า,1,488
PERSON,อุทัยภัทรจำเริญพระเจ้าพระมเหสีเมืองสุรุนนครแคว้น,1,489
PERSON,อุทัยภัทร,1,490
PERSON,ธรรมพระราชโอรสอุทัยภัทร,1,491
PERSON,พระราชธิดาอุทัยภัทรแคว้นพระโอรสอุทัยภัทรพระประสงค์พระเจ้า,1,492
PERSON,พระโอรสอุทัยภัทร,1,493
PERSON,ผู้หญิงงามไซร้,1,494
PERSON,พระราชโอรสอุทัยภัทรพระราชบิดา,1,495
PERSON,หญิงงามดังรูปปั้นทองคำ,1,496
PERSON,พระเจ้าพระนางอุทัยภัทร,1,497
PERSON,พระราชกุมารนั้น,1,498
PERSON,หญิงทองพระราชบิดาพระราชมารดาทรงอภิเษกพระโอรสอุทัยภัทร,1,499
PERSON,อุทัยภัทรราชกุมารี,1,500
PERSON,พระสัตว์สมบัติ,1,501
PERSON,พระโอรสอุทัยภัทรสวรรคตพระนางอุทัยภัทรทรงมีพระประสงค์,1,502
PERSON,ดาวดึงส์พิภพพระราชธิดาอุทัยภัทรทรงมีรูปปั้นทองชมพูนุช,1,503
PERSON,อุทัยภัทรจักทรัพย์จักธรรมเปลื้องข้อผูกพันแล้วจึง,1,504
PERSON,พระเจ้าทำการอภิเษกพระราชโอรสอุทัยภัทรพระราชธิดาอุทัยภัทรดูกร,1,505
PERSON,พระราชโอรสอุทัยภัทรพระราชธิดาอุทัยภัทรประทับ,1,506
PERSON,พระนางพระนางอุทัยภัทรพระเจ้าอุทัยภัทรสิ้นพระชนม์หม่อมฉันถวายถาดเงินอันเต็มไปด้วยแด่พระนาง,1,507
PERSON,พระนางผู้ทรงพระเจริญ,1,508
PERSON,ดูกรพระนางราชกุมารีผู้ทรงพระเจริญ,1,509
PERSON,พระฉวีวรรณไซร้,1,510
PERSON,เหรียญมาสกทองคำพระนางอุทัยภัทรห้องบรรทมพระนางพระฉวีวรรณ,1,511
PERSON,ประพฤติธรรมพื้นทรัพย์,1,512
PERSON,หม่อมฉันสุรุนนครแคว้น,1,513
PERSON,พระบรมศาสดาสัมมาสัมพุทธเจ้าพระวิหาร,1,514
PERSON,พระเจ้าโกศลกบฏจากชายแดนแคว้น,1,515
PERSON,พระวิหารเชตวันพระเจ้าพระวิหารเชตวันพระสัมมาสัมพุทธเจ้า,1,516
PERSON,พระเจ้าโกศลเข้าเฝ้าพระบรมศาสดาพระวิหารเชตวัน,1,517
PERSON,พระเจ้าพรหมทัตพาราณสีครั้นพระเจ้าโกศล,1,518
PERSON,อำมาตย์ผู้สอนธรรม,1,519
PERSON,ลิงขโมยถั่วดำเจ้าลิง,1,520
PERSON,ปากแท้ๆ,1,521
PERSON,พระราชากรุงโกศลยกทัพ,1,522
PERSON,กิเลสจิตใจพระสัมมาสัมพุทธเจ้าธรรมพระเชตวันมหาวิหารญาณวิเศษ,1,523
PERSON,สำนักจิตสันโดษสุข,1,524
PERSON,คู่สุขพี่,1,525
PERSON,รติ,1,526
PERSON,รติศึกษาไตรเพท,1,527
PERSON,วรรณะพราหมณ์สำนักแก้ว,1,528
PERSON,พระสัมมาสัมพุทธเจ้าประทับแคว้นมคธ,1,529
PERSON,พุทธข้อข้อธรรมภิกษุสงฆ์,1,530
PERSON,พระเทวทัตเถระปล่อยช้างนาฬคิรี,1,531
PERSON,พุทธช้างนาฬคิรี,1,532
PERSON,เจ้าช้างเอ๋ย,1,533
PERSON,พระสัมมาสัมพุทธเจ้าเสด็จประทับพระมหาแคว้น,1,534
PERSON,เจ้าพิราบ,1,535
PERSON,ท่านดาบสเทศนาธรรม,1,536
PERSON,พระพระดาบสชรา,1,537
PERSON,พระดาบสชฎิลพเนจร,1,538
PERSON,เจ้าพิราบเอ๋ยมากิน,1,539
PERSON,เมล็ดถั่วพญาพิราบ,1,540
PERSON,ถั่ว,1,541
PERSON,หมูป่า,1,542
PERSON,ยุงก็กัด,1,543
PERSON,พระศาสดาชาดก,1,544
PERSON,อาชีพค้าขายแคว้นพระบรมศาสดาภิกษุสงฆ์,1,545
PERSON,มนุษย์ถึงขนาดหาวิธีไล่ยุง,1,546
PERSON,ตบยุง,1,547
PERSON,พระสัมมาสัมพุทธเจ้าสืบอนุสนธิประชุมชาดก,1,548
PERSON,พระสัมมาสัมมาสัมพุทธเจ้า,1,549
PERSON,พุทธกาลดินแดนชมพูทวีปพุทธกาลดินแดนชมพูทวีป,1,550
PERSON,สถาปนาพระพุทธศาสนา,1,551
PERSON,สัตว์ภิกษุพระเทวทัต,1,552
PERSON,ชาดกมาสาภิกษุ,1,553
PERSON,ญาณกิกชาดกมาสาพระโพธิสัตว์เสวยพระชาติพญาช้างพรายป่าพระโพธิสัตว์เสวยพระชาติพญาช้างพรายพญาช้างจ่าโขลง,1,554
PERSON,จ่าโขลงชาติช้าง,1,555
PERSON,จ่าโขลง,1,556
PERSON,ลันลันลันลูก,1,557
PERSON,ไส้ประคบประ,1,558
PERSON,ไม่ต้องกลัวนะจ๊ะลูกแม่,1,559
PERSON,โขลงช้างโขลงช้างก็,1,560
PERSON,จ่าโขลงช้าง,1,561
PERSON,ไส้ลูก,1,562
PERSON,ท่านพญาช้างโปรดเมตตา,1,563
PERSON,ไส้บินเข้าไปอย่างมีความสุข,1,564
PERSON,ท่านพญาช้างก็เมตตา,1,565
PERSON,ขอบคุณท่านพญาจ่า,1,566
PERSON,พญาช้างจ่าโขลงที่ผ่านมา,1,567
PERSON,ไส้ขวางทางช้างอย่าง,1,568
PERSON,ไส้แม้แต่น้อย,1,569
PERSON,เจ้าช้างเกเร,1,570
PERSON,ไส้อย่า,1,571
PERSON,ลูกไส้ลูก,1,572
PERSON,วางแผนในทันทีไส้,1,573
PERSON,แก้แค้นช้างเกเรเชือก,1,574
PERSON,ไส้ช้างเกเรเชือก,1,575
PERSON,พ่อเกเร,1,576
PERSON,ท่านฮ่า,1,577
PERSON,เจ้าช้างเดินช้างร่างกายแหลกเละ,1,578
PERSON,ไส้ช้างตาย,1,579
PERSON,กระจ่อย,1,580
PERSON,พระเทวทัตพญาช้างจ่าโขลงเสวยพระชาติพระชาดกปสฺสกิกปสฺสเวรเวรเวร,1,581
PERSON,พระพุทธศาสดาเจ้าเทศนาข้อ,1,582
PERSON,พระพุทธ,1,583
PERSON,พระพุทธศาสดาพุทธปรารภมิต,1,584
PERSON,กำเนิดเด็กน้อยมิตวินทุกะ,1,585
PERSON,ของมิตวินทุกะ,1,586
PERSON,เอ้ออกเรือ,1,587
PERSON,เกาะกลางโอ้ปราสาทแก้ว,1,588
PERSON,งดงาม,1,589
PERSON,มานิมีชีวิต,1,590
PERSON,แท้ๆ,1,591
PERSON,มิตวินทุกะความสุข,1,592
PERSON,มานิเปรตชดใช้กรรมรออยู่ความสุข,1,593
PERSON,โพธิสัตว์บาปกรรมของมิตวินทุกะ,1,594
PERSON,วินทุกะกำเนิด,1,595
PERSON,พระภิกษุหนุ่มรูปนี้,1,596
PERSON,พระเจ้าพรหมทัตครองราชย์สมบัติ,1,597
PERSON,พระทรงมี,1,598
PERSON,พระมาร,1,599
PERSON,พระมเหสีโอรส,1,600
PERSON,ท่านพี่มหิมาร,1,601
PERSON,น้องคนเล็ก,1,602
PERSON,มหิมาร,1,603
PERSON,พระเสด็จสวรรคตมหิ,1,604
PERSON,พระเจ้าพรหมทัตช้างเชือกชื่อพลายมหิมุข,1,605
PERSON,พลายมหิมุขช่างช้างพาราณสี,1,606
PERSON,เฮ้ยเฮ้ย,1,607
PERSON,วันหนึ่งพลายมหิมุขตกมันเกะกะโรงช้าง,1,608
PERSON,พลายมหิ,1,609
PERSON,สนทนาธรรมพลายมหิมุข,1,610
PERSON,พลายมหิมุข,1,611
PERSON,บัณฑิตบัณฑิตไปหาดีกว่า,1,612
PERSON,เอ้พลายมหิมุข,1,613
PERSON,พลายมหิมุขกำเนิด,1,614
PERSON,พระอำมาตย์บัณฑิต,1,615
PERSON,พระสัมมาสัมพุทธเจ้าประทับพระมหา,1,616
PERSON,พระสัมมาสัมพุทธเจ้าตรัสพระญาติ,1,617
PERSON,เทพท้าวพระ,1,618
PERSON,บำเพ็ญ,1,619
PERSON,น้องไร้,1,620
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าพระญาณ,1,621
PERSON,พระเจ้ามหานาม,1,622
PERSON,พระพระเจ้าเสนทโกศล,1,623
PERSON,ราชวงศ์,1,624
PERSON,วรรณะจัณฑาลต่ำต้อย,1,625
PERSON,พระธิดาอย่างมีความสุข,1,626
PERSON,น้องหญิงช่างราชสกุลศากยวงศ์พี่,1,627
PERSON,น้องหญิงครอง,1,628
PERSON,น้องเพคะแคว้นโกศล,1,629
PERSON,พระธิดาพระโอรสพระเจ้าแคว้นพระทัย,1,630
PERSON,พระมเหสีขัตติย,1,631
PERSON,น้องหญิงรักพระเจ้าเสนทโกศลก็,1,632
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าพระญาณพระองค์พระทัยเมตตา,1,633
PERSON,พระมหาพระบรมมหาราชวัง,1,634
PERSON,ตำหนักท้ายวัง,1,635
PERSON,พระพระเจ้าตรัสเมตตาพระนาง,1,636
PERSON,ธิดาพระราชา,1,637
PERSON,พระเล่า,1,638
PERSON,ลันลันล้า,1,639
PERSON,ลันลันล้าลันลัน,1,640
PERSON,สวรรค์ครอง,1,641
PERSON,น้องหญิงช่างไพเราะน่าฟัง,1,642
PERSON,น้องตั้งครรภ์เพคะ,1,643
PERSON,น้องมีนิมิต,1,644
PERSON,เลี้ยงดู,1,645
PERSON,ประนมพระ,1,646
PERSON,แม่ลูกบาทพ่อ,1,647
PERSON,ทหารวังเมตตา,1,648
PERSON,ประนมพระราชบิดา,1,649
PERSON,โอรสน้อยวังอย่างมีความสุขพระราชบิดากุมารน้อยราชโอรสก็,1,650
PERSON,พระเจ้าครอง,1,651
PERSON,สาวชาวป่าพระนางพระกุมารน้อย,1,652
PERSON,พุทธกาลสมเด็จพระเจ้าธรรมองค์พระศาสดา,1,653
PERSON,พระเจ้าพิมพิสารอันเป็นองค์พระเจ้าอชาตศัตรูพระเจ้าอชาตศัตรูองค์พิมพิสารพระ,1,654
PERSON,พระเทวทัตทิฐิมานะ,1,655
PERSON,ฮ่าแผ่นดินมคธกว้างใหญ่,1,656
PERSON,พระเทวทัตพุทธพระศาสดาลอบปลงพระชนม์,1,657
PERSON,วันหนึ่งพระศาสดาเสด็จพระเทวทัต,1,658
PERSON,พระเทวทัตมาถึงพระเทวทัตยุยงอชาตศัตรูปล่อยช้างตกมันเหยียบพระพุทธองค์เสด็จ,1,659
PERSON,ช้างตกมัน,1,660
PERSON,พระเอ๋ย,1,661
PERSON,พระพุทธองค์ตรัสชาดก,1,662
PERSON,ป่าใหญ่พระโพธิสัตว์เสวยพระชาติพญาวานร,1,663
PERSON,พญาสายตาไปยังเกาะกลางแม่น้ำ,1,664
PERSON,โขดหินแผ่นหินกลางน้ำ,1,665
PERSON,เจ้าแผ่นหิน,1,666
PERSON,น้องกินนะจ๊ะโอ้ยน้องหญิง,1,667
PERSON,น้องพี่หันไปกินอย่างอื่นแทนไหม,1,668
PERSON,แผ่นหินเอ้ยเจ้าแผ่นหินเอ๋ย,1,669
PERSON,จระเข้อ้าเหยียบหัวจระเข้,1,670
PERSON,เจ้าชั่งฉลาด,1,671
PERSON,จระเข้เมียรัก,1,672
PERSON,พระเทวทัตจระเข้กำเนิดพญาวานรเสวยพระชาติ,1,673
PERSON,พระชาดกธิติธรรม,1,674
PERSON,สัจจะธิติ,1,675
PERSON,จีวรฝีมือ,1,676
PERSON,ท่านจีวรเย็บ,1,677
PERSON,จีวรท่านช่างงาม,1,678
PERSON,จีวรภิกษุรูปนี้,1,679
PERSON,พระชนบท,1,680
PERSON,ปล่อยจีวรจีวร,1,681
PERSON,พระจีวรจีวรแลกกับพระซัก,1,682
PERSON,พระพระเจ้าพระจีวรตะวันมหา,1,683
PERSON,พระจีวรตะวัน,1,684
PERSON,หนองน้ำป่าแห่งหนึ่ง,1,685
PERSON,เจ้าฮ้าหล่ะ,1,686
PERSON,พระจีวรตะวันกำเนิด,1,687
PERSON,ความเป็นอยู่แสน,1,688
PERSON,พระเถระนิพพานแล้วจึง,1,689
PERSON,โกศล,1,690
PERSON,พระพระสัมมาสัมพุทธเจ้าไปยังธรรมสภา,1,691
PERSON,พระเถระลาภ,1,692
PERSON,รีบพระอาคันตุกะ,1,693
PERSON,แล้วก็,1,694
PERSON,บุตรแคว้นมิตพินทุ,1,695
PERSON,มิตพินทุหนีออกจากสำนักทิศาปาโมกข์,1,696
PERSON,มิตพินทุเอ้ย,1,697
PERSON,มิตพินทุสำนัก,1,698
PERSON,มิตพินทุลอยแพ,1,699
PERSON,เกาะยักษ์เดินมายังมิตพินทุหิว,1,700
PERSON,เจ้าแพะมิตพินทุ,1,701
PERSON,พุทธกาลมิตพินทุ,1,702
PERSON,พระมิต,1,703
PERSON,เหมือนมิตพินทุ,1,704
PERSON,แคว้นสักกะธรรมโปรดพระเจ้าสุทโธทนะพระ,1,705
PERSON,พระราชฐานชั้นใน,1,706
PERSON,เสด็จเขตระฐานชั้นใน,1,707
PERSON,ยโสธราภักดี,1,708
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าตรัส,1,709
PERSON,สมเด็จพระบรมศาสดาสัมมาสัมพุทธเจ้าสติตรัสจันนรีชาดก,1,710
PERSON,ที่นี่พี่,1,711
PERSON,พี่ฮือ,1,712
PERSON,น้องเจ้า,1,713
PERSON,ฮือรักเจ้าขา,1,714
PERSON,พระอินทร์,1,715
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าตรัสชาดกจันนรีแล้วทรง,1,716
PERSON,พระพระอินทร์เทพกำเนิด,1,717
PERSON,พระชาวป่ากำเนิดพระนางยโสธราพิมพา,1,718
PERSON,ภิกษุพระตะวัน,1,719
PERSON,พระธรรมพระสัมมาสัมพุทธเจ้า,1,720
PERSON,พระสารีบุตรธรรมโปรดชาวชนบทแคว้น,1,721
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าเล่านันทชาดก,1,722
PERSON,พ่อเจ้าลุงนันทเอาไว้,1,723
PERSON,นันททาสก็นอบน้อม,1,724
PERSON,ทาสยืนอวดดี,1,725
PERSON,บัณฑิตนันท,1,726
PERSON,นันททาสกริยา,1,727
PERSON,ทาสนันทบุตร,1,728
PERSON,นันททาสกำเนิดภิกษุศิษย์พระสารีบุตรบุตรเศรษฐีกำเนิด,1,729
PERSON,พระสารีบุตรพราหมณ์บัณฑิต,1,730
PERSON,พุทธกาลพระตะวันมหาพระบรมศาสดาแสงจันทร์,1,731
PERSON,ฤาษีเพียรภาวนาป่าหิมพานต์สมาบัติ,1,732
PERSON,พระเจ้าพรหมทัตถวายอาราธนาดาบสพำนัก,1,733
PERSON,พระฤาษีพำนักวัง,1,734
PERSON,อุทยานช่าง,1,735
PERSON,มหาบพิท,1,736
PERSON,พระเจ้าพรหมทัตลักขณาพระมเหสีคอยพระฤาษี,1,737
PERSON,พระนางมุทุลักขณาพระฤาษี,1,738
PERSON,พระพักผ่อน,1,739
PERSON,พระบัญชรเพคะ,1,740
PERSON,หลุดความงามญาณ,1,741
PERSON,น้องหญิงช่างช่างพี่,1,742
PERSON,มหาลับทุกข์หนัก,1,743
PERSON,พระฤาษีคุณวิเศษ,1,744
PERSON,พระนางมุทุลักขณาพระมเหสี,1,745
PERSON,น้องยินดี,1,746
PERSON,ฟังพี่มุทุลักขณาน้อง,1,747
PERSON,น้องพักผ่อน,1,748
PERSON,พระฤาษีพระนางมุทุลักขณาตะวัน,1,749
PERSON,น้องหญิงหนักโอ้ย,1,750
PERSON,พระพระนางมุทุลักขณากำเนิด,1,751
PERSON,พระเจ้าพรหมทัตกรุงพาราณสีพระองค์เสด็จพระองค์เสด็จพระเสด็จ,1,752
PERSON,สุนัขจรจัดแอบ,1,753
PERSON,เฮ้ยเบาะ,1,754
PERSON,พระสัมมาสัมพุทธเจ้าพระวชฺฌาวชฺฌา,1,755
PERSON,พระศาสดาปัญญาเฉียบแหลม,1,756
PERSON,ป่าหิมประเทศพญาวานร,1,757
PERSON,มะพลับฝูงมะพลับ,1,758
PERSON,มะพลับกินฝูงลิงพากันกินมะพลับอย่างอะอร่อยรอคอยมาทั้งวันรอคอยมาทั้งวัน,1,759
PERSON,ไอ้เจ้าลิง,1,760
PERSON,ฝูงเด็ดกินลูกมะพลับอย่างอะ,1,761
PERSON,เฮ้ยลิงลิง,1,762
PERSON,ฝูงลงมาเจ้าลิง,1,763
PERSON,ยาย,1,764
PERSON,มหาฝูงลิง,1,765
PERSON,พระเทวทัตพระพุทธองค์แล้วจะพระศาสดา,1,766
PERSON,พระศาสดาเล่า,1,767
PERSON,ไปหาเจ้าขทิรวน,1,768
PERSON,รวนเพื่อนเกลอเอ๋ย,1,769
PERSON,โอ้โหเยี่ยมเชียว,1,770
PERSON,เชียว,1,771
PERSON,ขทิรวนเพื่อนเกลอ,1,772
PERSON,หนอนที่ป่าตะเคียน,1,773
PERSON,ขทิรวนป่าตะเคียน,1,774
PERSON,เจ้าพักหากินสัก,1,775
PERSON,เจ้าขทิรวนเจ้า,1,776
PERSON,ป่าไม้ตะเคียนแก่นแข็ง,1,777
PERSON,ก๊อก,1,778
PERSON,ระวังเจ้า,1,779
PERSON,พระเทวทัตขทิรวน,1,780
PERSON,ขัลลชาดก,1,781
PERSON,ความสำนึกบาปบุญ,1,782
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าพระกรุณาธิคุณสำเภา,1,783
PERSON,สำเภาปรารถนาอัศจรรย์องค์สำเภา,1,784
PERSON,อุทิศบุญกุศล,1,785
PERSON,มานิ,1,786
PERSON,มายังพระเชตวันสำเภา,1,787
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าสดับเปรตขัลล,1,788
PERSON,เส้นงามนุ่มสลวย,1,789
PERSON,หึๆเมา,1,790
PERSON,ทำบุญ,1,791
PERSON,สุข,1,792
PERSON,วัณณุปถชาดกนายวาณิชสามารถนำพาหมู่คณะเดินทางโดยสวัสดิภาพ,1,793
PERSON,พระตะวัน,1,794
PERSON,ธรรมพระนิพพาน,1,795
PERSON,พระสัมมาสัมพุทธเจ้าโอวาทภิกษุละทิ้งความเพียรตรัสเล่า,1,796
PERSON,ญาณเล่าวัณณุปถชาดก,1,797
PERSON,เฮ้อเย็น,1,798
PERSON,เดินแรง,1,799
PERSON,นายวาณิชกองเกวียน,1,800
PERSON,พระสัมมาสัมพุทธเจ้าตรัสวัณณุปถชาดก,1,801
PERSON,วัณณุปถชาดกพุทธกาลคนสนิทนายวาณิชกำเนิดภิกษุท้อถอยความเพียรหมู่คณะชาวกองเกวียนกำเนิดพ่อค้ากองเกวียน,1,802
PERSON,พระสัมมาสัมพุทธเจ้าพระข้อข้อพระมหาเสวยพระชาติพญาแร้ง,1,803
PERSON,หาอาหารเลี้ยงดูบิดามารดา,1,804
PERSON,พวกเราตอบแทนบุญคุณท่านเจ้าช่วยกันตอบแทนบุญคุณท่านเศรษฐี,1,805
PERSON,ทำการหาทางวางบ่วงดักจับพญาแร้งพวกเราช่วยกันวางบ่วงดักจับพญาแร้งช่วยกันพญาแร้ง,1,806
PERSON,พระเจ้าคะ,1,807
PERSON,พญาแร้งทำการขอบคุณเศรษฐีพระเจ้าพรหมทัต,1,808
PERSON,ภิกษุผู้เลี้ยงดูพระราชาพรหมทัตกำเนิด,1,809
PERSON,พระเศรษฐีพาราณสีกำเนิดพระพญาแร้งบุญคุณ,1,810
PERSON,พระเทวทัตพระเจ้าอชาตศัตรูปลงพระชนม์พระพระเทวทัต,1,811
PERSON,เช้า,1,812
PERSON,เจ้ากวางเอ้ย,1,813
PERSON,ฮ้า,1,814
PERSON,เพื่อน,1,815
PERSON,ฮ้าเหมือนกันนะเนี่ย,1,816
PERSON,เจ้าพรานล่ะ,1,817
PERSON,เฮ้ยกวาง,1,818
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้ากุรุง,1,819
PERSON,พระเทวทัตปัตตะกำเนิดพระเต่า,1,820
PERSON,พระกวาง,1,821
PERSON,สุนัขจิ้งจอกพราหมณ์พระพุทธองค์เสด็จพระพระพุทธองค์หมาย,1,822
PERSON,ประเดี๋ยว,1,823
PERSON,เอ้พราหมณ์,1,824
PERSON,ท่านพราหมณ์ทรัพย์สองร้อย,1,825
PERSON,ความโลภอยากได้ทรัพย์พราหมณ์,1,826
PERSON,พราหมณ์อยากได้ทรัพย์,1,827
PERSON,เจ้าเหมือนกันนะเนี่ย,1,828
PERSON,สมบัติล่ะท่านพราหมณ์เจ้าสุนัขจิ้งจอกหลอกให้พราหมณ์ขุดสมบัติเอ้ขุดขุดล่ะเจ้าสมบัติเจ้าพราหมณ์โดนหลอกจนได้,1,829
PERSON,รุกขเทวดาโพธิสัตว์,1,830
PERSON,พระเทวทัตรุกขเทวดา,1,831
PERSON,พระสัมมาสัมพุทธเจ้าประทับพระเชตวันมหาวิหาร,1,832
PERSON,พระโมคคัลลานะเข้าไปถามพระสารีบุตรพระสัมมาสัมพุทธเจ้าประทับพระเชตวันมหาวิหารพุทธบริษัท,1,833
PERSON,พระสารีบุตรภิกษุชรา,1,834
PERSON,หลวงตารูปนี้ความริษยาโง่,1,835
PERSON,ฟังธรรมพระสารีบุตร,1,836
PERSON,น้ำท่าจะ,1,837
PERSON,เจ้าหมูโง่พาตัวสกปรกของมัน,1,838
PERSON,พระวิหารศรัทธาฟังธรรมเจริญฟังธรรมพระเทวี,1,839
PERSON,นางมาฟังธรรมพระอานนท์พระเทวีฟังธรรมพระอานนท์,1,840
PERSON,พระองค์ผ้าสาดกเก่าๆรุ่งเช้าพระเจ้าโกศลพระผ้าสาดกเก่าๆ,1,841
PERSON,พระอานนท์พระอานนท์เถระ,1,842
PERSON,พระอานนท์พระอานนท์,1,843
PERSON,ผ้า,1,844
PERSON,พระเถระพัน,1,845
PERSON,เจ้ากินหิวแย่,1,846
PERSON,ท่านราชสีห์พี่,1,847
PERSON,พี่พวกเราอาศัย,1,848
PERSON,ที่นี่,1,849
PERSON,น้องเอ๋ยฟังพี่,1,850
PERSON,สัตย์สัตย์,1,851
PERSON,พราหมณ์โกสิโคตรชาวสาลิ,1,852
PERSON,พญาแขกเต้าโกสิพราหมณ์,1,853
PERSON,บุญเจ้าลูกรัก,1,854
PERSON,พราหมณ์โกสิโคตรชาวสาลิแคว้นมคธ,1,855
PERSON,โกสิโคตรบังเกิดความตกใจพญาแขกเต้า,1,856
PERSON,พราหมณ์โกสิโคตรวิ่ง,1,857
PERSON,ทิศตะวันออกเฉียงเหนืออันเป็นงิ้วโน่น,1,858
PERSON,บ่วงแร้ว,1,859
PERSON,พราหมณ์โกสิท่านโกสิ,1,860
PERSON,โกสิบุตร,1,861
PERSON,โกสิพราหมณ์ปีติ,1,862
PERSON,ครั้นแล้วโกสิพราหมณ์,1,863
PERSON,ครั้นแล้วพญาแขกเต้าโกสิพราหมณ์เอาไว้,1,864
PERSON,สมเด็จพระพระเจ้าชีวิตตรัสเล่าชาดกคนพาลสัตคุมยุคสมัยพระเจ้าปัญจครองประเทศอุตตรปัญจยุคสมัยพระเจ้าปัญจประเทศอุตตรปัญจ,1,865
PERSON,พี่ถูกลมพัดร่วงหล่นป่าร่มเย็นที่นี่ธรรมฤาษีแขกเต้าร่วงหล่นแท่นบูชาแขกเต้าตัวพี่ถูกลมพัดตกลงแท่นบูชาอาศรมฤาษี,1,866
PERSON,แขกเต้า,1,867
PERSON,สัตคุมโจร,1,868
PERSON,สัตคุมคนพาลก้าวร้าวหยาบคาย,1,869
PERSON,มหาบพิตรบุปผพระดาบส,1,870
PERSON,ธรรมข้อเจริญไพเราะ,1,871
PERSON,ให้พระเจ้าปัญจเจริญล่าธรรม,1,872
PERSON,ตระปัญจธรรมร่มเย็นฤาษีถวายแขกเต้าบุปผ,1,873
PERSON,น้องถูกลมพัด,1,874
PERSON,พระองค์แขกเต้าบุปผกำเนิดภิกษุแขกเต้าสัตคุมกำเนิด,1,875
PERSON,พระเทวทัตพระฤาษี,1,876
PERSON,พระเทวทัตลุ่มหลงกิเลส,1,877
PERSON,พระสัมมาสัมพุทธเจ้าช้างนาฬคีรี,1,878
PERSON,สมเด็จพระสัมมาสัมพุทธเจ้าพระสัมมาสัมพุทธเจ้าพระอานนท์,1,879
PERSON,ช้างนาฬคีรีพระอานนท์ปกป้ององค์สมเด็จพระสัมมาสัมพุทธเจ้า,1,880
PERSON,นาฬคีรี,1,881
PERSON,พระอานนท์พระสัมมาสัมพุทธเจ้า,1,882
PERSON,ตามปกติ,1,883
PERSON,พิษเดี๋ยวนี้,1,884
PERSON,ช้างกำเนิดงูเห่าพระอานนท์กำเนิดพราหมณ์หนุ่ม,1,885
PERSON,พระศาสดาตรวจดู,1,886
PERSON,พระศาสดาบ้านของอำมาตย์คนที่หนึ่ง,1,887
PERSON,พระศาสดาตรวจดูสัตว์พระศาสดาตรัสอานิสงส์ของการเจริญเมตตา,1,888
PERSON,ของการเจริญเมตตา,1,889
PERSON,พระศาสดาทูลเสด็จเข้าไปยังทั้งสอง,1,890
PERSON,พระศาสดาเสด็จเข้าไปยังอำมาตย์ตามเสด็จ,1,891
PERSON,พระศาสดาตรัสอานิสงส์เมตตา,1,892
PERSON,เจ้าเต่าเจ้าเต่าเจ้าเต่าฮ่า,1,893
PERSON,เจ้าสัตว์ทั้งสองทะเลาะกันได้,1,894
PERSON,ช้างอาชานัยพระสหายพระเจ้าพรหมทัตภิกษุ,1,895
PERSON,พระบรมศาสดาพระ,1,896
PERSON,พระศาสดาตรัสเล่า,1,897
PERSON,จิตตพระศาสดาตรัสเล่าจิตตช่างไม้แห่งกรุงพาราณสีพระเจ้าพรหมทัตพากันตัดไม้ป่าปราสาทเป็นประจำวันหนึ่งในขณะที่ช่างไม้,1,898
PERSON,พ่อลูกช้างสัตว์ว่านอนสอนง่ายเป็นที่รักของบรรดาช่างไม้ลูกช้างสัตว์ว่านอนสอนง่ายเป็นที่รักของบรรดาช่างไม้,1,899
PERSON,หัตถาจารย์ช้างอาชานัย,1,900
PERSON,หัตถาจารย์ช้างเจอ,1,901
PERSON,พาราณสีพระเจ้าโกศล,1,902
PERSON,พระมเหสีให้กำเนิดโอรสนามจิตตราชกุมารพระมเหสีให้กำเนิดโอรสนามจิตตราชกุมาร,1,903
PERSON,พระเทวีพญาช้างหวัง,1,904
PERSON,พระช้างข้าศึก,1,905
PERSON,พระราชกุมารน้อย,1,906
PERSON,เป็นที่พึ่ง,1,907
PERSON,พระเจ้าพญาช้างอาชานัย,1,908
PERSON,พระจิตตราชกุมาร,1,909
PERSON,พระตรัส,1,910
PERSON,สถานพระศาสดามหา,1,911
PERSON,อุโบสถศีล,1,912
PERSON,บุญทาน,1,913
PERSON,สถานสวนสวรรค์ขับกล่อมบริการ,1,914
PERSON,อุโบสถศีลแสงทิวาเทพบุตรกลายร่างมานิเปรต,1,915
PERSON,พระอุโบสถศีลพระเจ้าพรหมทัตเสวย,1,916
PERSON,อินสมานชาดกอินสมานโคตรนักบวชผู้ว่ายากสอนยาก,1,917
